P[P 1]1
P[P -1]-1
P[P 2]-1
P[P 21]-1
P[P M]1
P[P M]S
P[P B]1
P[P 2/M]-1 1
P[P 2/M]-1 S
P[P 21/M]-1 1
P[P 21/M]-1 S
P[P 2/B]-1 1
P[P 21/B]-1 1
C[P 2]-1
C[P M]1
C[P B]1
C[P 2/M]-1 1
C[P 2/B]-1 1
P[B 2]-1
P[B M]1
P[B M]S
P[B B]1
P[B 2/M]-1 1
P[B 2/M]-1 S
P[B 2/B]-1 1
P[P 2] 1
P[P 2] S
P[P 21] 1
P[P M]-1
P[P B]-1
P[P 2/M]1 -1
P[P 2/M]S -1
P[P 21/M]1 -1
P[P 2/B]1 -1
P[P 2/B]S -1
P[P 21/B]1 -1
A[P 2] 1
A[P 21] 1
A[P M]-1
A[P B]-1
A[P 2/M]1 -1
A[P 21/M]1 -1
A[P 2/B]1 -1
A[P 21/B]1 -1
P[B 2]1
P[B 2]S
P[B M]-1
P[B B]-1
P[B 2/M]1 -1
P[B 2/M]S -1
P[B 2/B]1 -1
P[B 2/B]S -1
B[B 2]1
B[B M]-1
B[B 2/M]1 -1
P[P 2 2 2]-1 -1 1
P[P 2 2 2]-1 -1 S
P[P 2 2 21]-1 -1 1
P[P 21 2 2]-1 -1 1
P[P 21 2 2]-1 -1 S
P[P 21 21 2]-1 -1 1
P[P 21 21 2]-1 -1 S
P[P 21 2 21]-1 -1 1
P[P 21 21 21]-1 -1 1
P[P M M 2]1 1 1
P[P M M 2]S 1 S
P[P M M 2]S S 1
P[P M C 21]1 1 1
P[P M C 21]S 1 S
P[P C C 2]1 1 1
P[P C C 2]S 1 S
P[P M A 2]1 1 1
P[P M A 2]S 1 S
P[P M A 2]S S 1
P[P M A 2]1 S S
P[P C A 21]1 1 1
P[P C A 21]1 S S
P[P C N 2]1 1 1
P[P C N 2]S 1 S
P[P M N 21]1 1 1
P[P M N 21]S 1 S
P[P B A 2]1 1 1
P[P B A 2]S 1 S
P[P B A 2]S S 1
P[P B N 21]1 1 1
P[P B N 21]S 1 S
P[P N N 2]1 1 1
P[P N N 2]S 1 S
P[P 2 M M]-1 1 -1
P[P 2 M M]-1 S -1
P[P 21 A M]-1 1 -1
P[P 21 A M]-1 S -1
P[P 21 M A]-1 1 -1
P[P 21 M A]-1 S -1
P[P 2 A A]-1 1 -1
P[P 2 A A]-1 S -1
P[P 2 C M]-1 1 -1
P[P 2 M B]-1 1 -1
P[P 2 M B]-1 S -1
P[P 21 C A]-1 1 -1
P[P 21 A B]-1 1 -1
P[P 21 A B]-1 S -1
P[P 2 N A]-1 1 -1
P[P 2 A N]-1 1 -1
P[P 2 A N]-1 S -1
P[P 21 N M]-1 1 -1
P[P 21 M N]-1 1 -1
P[P 21 M N]-1 S -1
P[P 2 C B]-1 1 -1
P[P 21 N B]-1 1 -1
P[P 21 C N]-1 1 -1
P[P 2 N N]-1 1 -1
P[P M M M]1 1 -1
P[P M M M]S 1 -1
P[P M M M]S S -1
P[P N N N]1 1 -1
P[P N N N]S 1 -1
P[P C C M]1 1 -1
P[P C C M]S 1 -1
P[P M A A]1 1 -1
P[P M A A]S 1 -1
P[P M A A]S S -1
P[P M A A]1 S -1
P[P B A N]1 1 -1
P[P B A N]S 1 -1
P[P B A N]S S -1
P[P C N A]1 1 -1
P[P C N A]S 1 -1
P[P M M A]1 1 -1
P[P M M A]S 1 -1
P[P M M A]S S -1
P[P M M A]1 S -1
P[P M A M]1 1 -1
P[P M A M]S 1 -1
P[P M A M]S S -1
P[P M A M]1 S -1
P[P M C M]1 1 -1
P[P M C M]S 1 -1
P[P N N A]1 1 -1
P[P N N A]S 1 -1
P[P B N N]1 1 -1
P[P B N N]S 1 -1
P[P C N N]1 1 -1
P[P C N N]S 1 -1
P[P M N A]1 1 -1
P[P M N A]S 1 -1
P[P C N M]1 1 -1
P[P C N M]S 1 -1
P[P B M N]1 1 -1
P[P B M N]S 1 -1
P[P B M N]S S -1
P[P B M N]1 S -1
P[P C C A]1 1 -1
P[P C C A]1 S -1
P[P C A A]1 1 -1
P[P C A A]1 S -1
P[P B A B]1 1 -1
P[P B A B]S 1 -1
P[P B A B]S S -1
P[P B A B]1 S -1
P[P B A M]1 1 -1
P[P B A M]S 1 -1
P[P B A M]S S -1
P[P C M A]1 1 -1
P[P C M A]1 S -1
P[P C C N]1 1 -1
P[P C C N]S 1 -1
P[P B N B]1 1 -1
P[P B N B]S 1 -1
P[P C A M]1 1 -1
P[P C A M]1 S -1
P[P M C A]1 1 -1
P[P M C A]S 1 -1
P[P B M A]1 1 -1
P[P B M A]S 1 -1
P[P B M A]S S -1
P[P B M A]1 S -1
P[P N N M]1 1 -1
P[P N N M]S 1 -1
P[P M N N]1 1 -1
P[P M N N]S 1 -1
P[P M M N]1 1 -1
P[P M M N]S 1 -1
P[P M M N]S S -1
P[P M N M]1 1 -1
P[P M N M]S 1 -1
P[P B C N]1 1 -1
P[P B C N]S 1 -1
P[P N C A]1 1 -1
P[P N C A]S 1 -1
P[P B N A]1 1 -1
P[P B N A]S 1 -1
P[P B C A]1 1 -1
P[P B C A]S 1 -1
P[P N M A]1 1 -1
P[P N M A]1 S -1
P[P B N M]1 1 -1
P[P B N M]S 1 -1
P[P M C N]1 1 -1
P[P M C N]S 1 -1
B[P 2 2 2]-1 -1 1
B[P 2 2 21]-1 -1 1
B[P 21 2 2]-1 -1 1
B[P 21 2 21]-1 -1 1
B[P M M 2]1 1 1
B[P M M 2]S 1 S
B[P M C 21]1 1 1
B[P M C 21]S 1 S
B[P C M 21]1 1 1
B[P C C 2]1 1 1
B[P M A 2]1 1 1
B[P M A 2]S 1 S
B[P C A 21]1 1 1
B[P C N 2]1 1 1
B[P M N 21]1 1 1
B[P M N 21]S 1 S
B[P M 2 M]1 -1 -1
B[P M 2 M]S -1 -1
B[P M 2 A]1 -1 -1
B[P M 2 A]S -1 -1
B[P C 2 M]1 -1 -1
B[P C 2 A]1 -1 -1
B[P 2 M M]-1 1 -1
B[P 21 A M]-1 1 -1
B[P 21 M A]-1 1 -1
B[P 2 A A]-1 1 -1
B[P 2 C M]-1 1 -1
B[P 21 C A]-1 1 -1
B[P 2 N A]-1 1 -1
B[P 21 N M]-1 1 -1
B[P M M M]1 1 -1
B[P M M M]S 1 -1
B[P C C M]1 1 -1
B[P M A A]1 1 -1
B[P M A A]S 1 -1
B[P C N A]1 1 -1
B[P M M A]1 1 -1
B[P M M A]S 1 -1
B[P M A M]1 1 -1
B[P M A M]S 1 -1
B[P M C M]1 1 -1
B[P M C M]S 1 -1
B[P C M M]1 1 -1
B[P M N A]1 1 -1
B[P M N A]S 1 -1
B[P C N M]1 1 -1
B[P C C A]1 1 -1
B[P C A A]1 1 -1
B[P C M A]1 1 -1
B[P C A M]1 1 -1
B[P M C A]1 1 -1
B[P M C A]S 1 -1
B[P M N M]1 1 -1
B[P M N M]S 1 -1
W[P 2 2 2]-1 -1 1
W[P 2 2 21]-1 -1 1
W[P M M 2]1 1 1
W[P M C 21]1 1 1
W[P C C 2]1 1 1
W[P B A 2]Q Q 1
W[P B N 21]Q Q 1
W[P N N 2]Q Q 1
W[P 2 M M]-1 1 -1
W[P 2 C M]-1 1 -1
W[P 2 A N]-1 Q -1
W[P 2 N N]-1 Q -1
W[P M M M]1 1 -1
W[P N N N]Q Q -1
W[P C C M]1 1 -1
W[P B A N]Q Q -1
W[P C M M]1 1 -1
W[P B N N]Q Q -1
P[I 2 2 2]-1 -1 1
P[I 2 2 2]-1 -1 S
P[I 21 21 21]-1 -1 1
P[I 21 21 21]-1 -1 S
P[I M M 2]1 1 1
P[I M M 2]S 1 S
P[I M M 2]S S 1
P[I B A 2]1 1 1
P[I B A 2]S 1 S
P[I B A 2]S S 1
P[I M A 2]1 1 1
P[I M A 2]S 1 S
P[I M A 2]S S 1
P[I M A 2]1 S S
P[I 2 M M]-1 1 -1
P[I 2 M M]-1 S -1
P[I 2 C B]-1 1 -1
P[I 2 C B]-1 S -1
P[I 2 M B]-1 1 -1
P[I 2 M B]-1 S -1
P[I 2 C M]-1 1 -1
P[I 2 C M]-1 S -1
P[I M M M]1 1 -1
P[I M M M]S 1 -1
P[I M M M]S S -1
P[I B A M]1 1 -1
P[I B A M]S 1 -1
P[I B A M]S S -1
P[I M C B]1 1 -1
P[I M C B]S 1 -1
P[I M C B]S S -1
P[I M C B]1 S -1
P[I B C A]1 1 -1
P[I B C A]S 1 -1
P[I B C A]S S -1
P[I M M A]1 1 -1
P[I M M A]S 1 -1
P[I M M A]S S -1
P[I C M M]1 1 -1
P[I C M M]S 1 -1
P[I C M M]S S -1
P[I C M M]1 S -1
P[C 2 2 21]-1 -1 1
P[C 2 2 2]-1 -1 1
P[C 2 2 2]-1 -1 S
P[C M M 2]1 1 1
P[C M M 2]S 1 S
P[C M M 2]S S 1
P[C M C 21]1 1 1
P[C M C 21]S 1 S
P[C C C 2]1 1 1
P[C C C 2]S 1 S
P[C 2 M M]-1 1 -1
P[C 2 M M]-1 S -1
P[C 2 M B]-1 1 -1
P[C 2 M B]-1 S -1
P[C 2 C M]-1 1 -1
P[C 2 C B]-1 1 -1
P[C M C M]1 1 -1
P[C M C M]S 1 -1
P[C M C A]1 1 -1
P[C M C A]S 1 -1
P[C M M M]1 1 -1
P[C M M M]S 1 -1
P[C M M M]S S -1
P[C C C M]1 1 -1
P[C C C M]S 1 -1
P[C M M A]1 1 -1
P[C M M A]S 1 -1
P[C M M A]S S -1
P[C C C A]1 1 -1
P[C C C A]S 1 -1
L[C 2 2 21]-1 -1 1
L[C 2 2 2]-1 -1 1
L[C 2 2 2]-1 -1 S
L[C M M 2]1 1 1
L[C M M 2]S 1 S
L[C M M 2]S S 1
L[C M C 21]1 1 1
L[C M C 21]S 1 S
L[C C C 2]1 1 1
L[C C C 2]S 1 S
L[C 2 M M]-1 1 -1
L[C 2 M M]-1 S -1
