    0    0    2    0    61.300   180.000    1
    0    0    4    0    54.500     0.000    1
    0    0    5    0     2.400   180.000    1
    0    0    7    0     2.700     0.000    1
    0    0    8    0    12.000     0.000    1
    0    2    0    0    53.800     0.000    1
    0    2    1    0    18.100     0.000    1
    0    2    3    0    24.000   180.000    1
    0    2    4    0    30.500     0.000    1
    0    2    5    0    11.100     0.000    1
    0    2    8    0    10.600     0.000    1
    0    4    0    0    31.200     0.000    1
    0    4    2    0     6.200   180.000    1
    0    4    4    0     9.800     0.000    1
    0    4    6    0     5.400     0.000    1
    0    6    0    0     2.700     0.000    1
    0    6    1    0     3.400     0.000    1
    0    6    3    0     3.900   180.000    1
    1    1   -7    0     5.800   180.000    1
    1    1   -6    0    20.200     0.000    1
    1    1   -5    0    13.600     0.000    1
    1    1   -4    0    15.200     0.000    1
    1    1   -3    0    13.100   180.000    1
    1    1   -2    0    40.800     0.000    1
    1    1   -1    0    10.500   180.000    1
    1    1    0    0     3.500   180.000    1
    1    1    1    0    19.300     0.000    1
    1    1    2    0    64.600     0.000    1
    1    1    4    0     6.800   180.000    1
    1    1    5    0     6.400   180.000    1
    1    1    6    0    23.100     0.000    1
    1    1    7    0     4.100     0.000    1
    1    3   -7    0     3.800   180.000    1
    1    3   -6    0     8.500     0.000    1
    1    3   -5    0     7.500     0.000    1
    1    3   -4    0    16.500     0.000    1
    1    3   -3    0     6.400   180.000    1
    1    3   -2    0     5.600     0.000    1
    1    3    0    0    22.000     0.000    1
    1    3    2    0    24.000     0.000    1
    1    3    3    0     5.900     0.000    1
    1    3    5    0     5.700   180.000    1
    1    3    6    0    10.800     0.000    1
    1    3    7    0     3.800     0.000    1
    1    5   -4    0     4.700   180.000    1
    1    5   -1    0     3.000   180.000    1
    1    5    0    0     3.200   180.000    1
    1    5    1    0     5.400     0.000    1
    1    5    2    0     7.500     0.000    1
    1    5    6    0     4.300     0.000    1
    1    7   -1    0     3.200     0.000    1
    1    7    0    0     2.600     0.000    1
    1    7    1    0     5.300   180.000    1
    2    0   -8    0     6.000     0.000    1
    2    0   -6    0     8.800     0.000    1
    2    0   -5    0     7.900   180.000    1
    2    0   -4    0    34.300     0.000    1
    2    0   -3    0    11.400     0.000    1
    2    0   -2    0    31.900     0.000    1
    2    0   -1    0    10.700     0.000    1
    2    0    1    0    30.600   180.000    1
    2    0    2    0    65.900     0.000    1
    2    0    3    0    18.200     0.000    1
    2    0    5    0     5.600   180.000    1
    2    0    6    0    16.100     0.000    1
    2    0    8    0     5.700     0.000    1
    2    2   -8    0     3.400   180.000    1
    2    2   -7    0     2.600     0.000    1
    2    2   -6    0    15.900     0.000    1
    2    2   -5    0     6.300   180.000    1
    2    2   -3    0    30.300     0.000    1
    2    2   -2    0    49.700     0.000    1
    2    2   -1    0    46.600   180.000    1
    2    2    0    0    14.300   180.000    1
    2    2    1    0    34.000     0.000    1
    2    2    2    0    41.400     0.000    1
    2    2    3    0     6.400   180.000    1
    2    2    4    0    10.300     0.000    1
    2    2    6    0     8.800     0.000    1
    2    4   -6    0     2.800     0.000    1
    2    4   -5    0     3.100   180.000    1
    2    4   -4    0     8.600     0.000    1
    2    4   -3    0     7.900     0.000    1
    2    4   -2    0    13.700     0.000    1
    2    4   -1    0     4.300   180.000    1
    2    4    0    0     6.600   180.000    1
    2    4    2    0    24.400     0.000    1
    2    4    6    0     5.300     0.000    1
    2    6    3    0     5.000     0.000    1
    2    6    4    0     0.100     0.000    1
    3    1   -8    0    18.800     0.000    1
    3    1   -7    0     5.200     0.000    1
    3    1   -5    0    13.200   180.000    1
    3    1   -4    0    36.800     0.000    1
    3    1   -3    0    17.700     0.000    1
    3    1   -2    0    14.900     0.000    1
    3    1   -1    0     6.600   180.000    1
    3    1    0    0    49.500     0.000    1
    3    1    1    0     6.800   180.000    1
    3    1    2    0    11.600   180.000    1
    3    1    3    0     3.200     0.000    1
    3    1    4    0    43.100     0.000    1
    3    1    6    0     6.400   180.000    1
    3    1    7    0     3.600   180.000    1
    3    3   -6    0     3.900   180.000    1
    3    3   -5    0     3.200     0.000    1
    3    3   -4    0    22.700     0.000    1
    3    3   -2    0     3.900     0.000    1
    3    3   -1    0    14.800     0.000    1
